SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
10378,4096,2019-11-11 06:58:34.836758400,RESPONSE,,,,,,,
10379,4096,2019-11-16 03:19:27.062860800,RISK,,,,,,,
10380,4096,2019-11-16 13:35:18.298550400,REJECTED,MOP,,,,,,
10381,4098,2019-12-13 22:17:10.185936000,RESPONSE,,,,,,,
10382,4098,2019-12-14 14:44:43.727395200,RISK,,,,,,,
10383,4098,2019-12-17 01:45:42.065510400,APPROVED,PLASTIC,47,32500,30,,,
10384,4098,2019-12-17 06:43:49.848816000,DELIVERED,,,,,,44100,2
10385,4098,2019-12-18 08:38:10.466736000,,,,,,1325.34210400211,,
10386,4098,2019-12-18 10:42:20.157696000,,,,,,53.5576537212853,,
10387,4101,2019-11-11 00:00:00.000000000,,,,,,,,
10388,4102,2019-11-11 14:56:43.363363200,RESPONSE,,,,,,,
10389,4102,2019-11-18 03:07:43.131993600,RISK,,,,,,,
10390,4102,2019-11-20 22:03:46.472659200,REJECTED,INCOME,,,,,,
10391,4103,2019-12-25 13:45:47.552774400,RESPONSE,,,,,,,
10392,4103,2019-12-28 19:29:02.241254400,RISK,,,,,,,
10393,4103,2019-12-30 01:03:16.059686400,REJECTED,MOP,,,,,,
10394,4104,2019-11-12 23:53:13.524979200,RESPONSE,,,,,,,
10395,4104,2019-11-14 00:35:43.594713600,RISK,,,,,,,
10396,4104,2019-11-16 07:27:06.242256000,APPROVED,PLASTIC,36,17000,35,,,
10397,4104,2019-11-16 13:33:17.132918399,DELIVERED,,,,,,44100,2
10398,4104,2019-11-21 17:41:32.498707199,,,,,,729.762745248846,,
10399,4104,2019-11-23 11:35:08.120918399,,,,,,72.5657912694663,,
10400,4104,2019-11-23 15:29:56.941670398,,,,,,18.1837094789701,,
10401,4105,2019-11-11 00:00:00.000000000,,,,,,,,
10402,4107,2019-11-11 08:33:45.508953600,RESPONSE,,,,,,,
10403,4107,2019-11-15 08:54:55.900166400,RISK,,,,,,,
10404,4107,2019-11-18 17:59:18.225513599,REJECTED,EMPTY,,,,,,
10405,4108,2019-11-11 01:04:57.913449600,RESPONSE,,,,,,,
10406,4108,2019-12-09 04:32:12.109488000,RISK,,,,,,,
10407,4108,2019-12-12 13:49:00.602256000,REJECTED,USAGE,,,,,,
10408,4110,2019-11-11 05:38:26.328393600,RESPONSE,,,,,,,
10409,4110,2019-11-12 20:30:55.742716800,RISK,,,,,,,
10410,4110,2019-11-13 22:02:53.096899200,REJECTED,INCOME,,,,,,
10411,4111,2019-11-11 03:21:45.434534400,RESPONSE,,,,,,,
10412,4111,2019-11-15 04:08:16.981209599,RISK,,,,,,,
10413,4111,2019-11-16 12:36:17.439926399,APPROVED,DIGITAL,32,17900,48,,,
10414,4111,2019-11-17 03:13:27.486796799,,,,,,36.2366555043348,,
10415,4111,2019-11-17 03:51:35.633635199,,,,,,904.496972595652,,
10416,4111,2019-11-17 10:44:50.356319999,,,,,,2182.39786534613,,
10417,4112,2019-11-11 11:08:52.829030400,RESPONSE,,,,,,,
10418,4112,2019-11-12 12:56:25.452153600,RISK,,,,,,,
10419,4112,2019-11-14 12:19:41.980944000,APPROVED,PLASTIC,43,27500,37,,,
10420,4112,2019-11-15 23:13:37.350537600,DELIVERED,,,,,,53100,3
10421,4113,2019-11-12 02:26:27.747024000,RESPONSE,,,,,,,
10422,4113,2019-11-16 22:43:51.478521600,RISK,,,,,,,
10423,4113,2019-12-04 04:20:39.269443200,REJECTED,MOP,,,,,,
10424,4114,2019-11-12 17:30:48.693168000,RESPONSE,,,,,,,
10425,4114,2019-11-13 23:32:53.824732800,RISK,,,,,,,
10426,4114,2019-11-18 03:58:59.416780800,APPROVED,PLASTIC,35,15800,48,,,
10427,4114,2019-11-18 09:45:18.293385600,DELIVERED,,,,,,64000,2
10428,4115,2019-11-12 15:16:44.456937600,RESPONSE,,,,,,,
10429,4115,2019-11-13 00:51:24.685113600,RISK,,,,,,,
10430,4115,2019-11-14 14:21:21.886790399,REJECTED,USAGE,,,,,,
10431,4116,2019-11-17 14:20:34.656057600,RESPONSE,,,,,,,
10432,4116,2019-11-20 09:34:20.119353600,RISK,,,,,,,
10433,4116,2019-11-21 04:15:02.894284800,REJECTED,EMPTY,,,,,,
10434,4117,2019-11-11 10:05:24.972201600,RESPONSE,,,,,,,
10435,4117,2019-11-14 07:44:12.403910400,RISK,,,,,,,
10436,4117,2019-11-14 21:11:50.341315200,APPROVED,PLASTIC,37,18500,38,,,
10437,4117,2019-11-15 10:04:50.816467200,DELIVERED,,,,,,53100,2
10438,4117,2020-10-10 16:07:53.257065599,,,,,,1969.14994694735,,
10439,4117,2021-01-25 12:32:40.628284799,,,,,,12120.9809819583,,
10440,4117,2021-01-25 13:00:06.453849599,,,,,,5583.40597959928,,
10441,4117,2021-01-30 23:26:09.326284799,,,,,,274.203676666615,,
10442,4118,2019-11-13 10:43:06.992457600,RESPONSE,,,,,,,
10443,4118,2019-11-14 09:53:14.547897600,RISK,,,,,,,
10444,4118,2019-11-18 01:38:07.487376000,APPROVED,PLASTIC,33,9800,37,,,
10445,4118,2019-11-18 12:16:23.929593600,DELIVERED,,,,,,44100,2
10446,4118,2019-11-27 15:10:03.660211200,,,,,,626.78184252394,,
10447,4119,2019-11-11 14:18:37.097884799,RESPONSE,,,,,,,
10448,4119,2019-11-14 03:52:18.339599999,RISK,,,,,,,
10449,4119,2019-11-17 08:09:07.972185599,APPROVED,PLASTIC,33,3100,33,,,
10450,4119,2019-11-17 11:27:40.485542399,DELIVERED,,,,,,53100,4
10451,4119,2019-11-18 13:06:51.716246399,,,,,,540.786434079967,,
10452,4120,2019-11-16 05:51:38.820038400,RESPONSE,,,,,,,
10453,4120,2019-11-19 14:48:43.212470399,RISK,,,,,,,
10454,4120,2019-11-21 18:05:26.781561599,REJECTED,INCOME,,,,,,
10455,4121,2019-11-11 07:22:42.815481600,RESPONSE,,,,,,,
10456,4121,2019-11-11 14:04:15.062707200,RISK,,,,,,,
10457,4121,2019-11-11 17:43:58.433664000,APPROVED,DIGITAL,45,16900,48,,,
10458,4121,2019-12-11 04:10:11.057635200,,,,,,48.8218236867896,,
10459,4121,2019-12-11 07:46:25.188787200,,,,,,459.690912119965,,
10460,4121,2019-12-12 02:11:02.533142400,,,,,,47.2084352429966,,
10461,4121,2019-12-12 10:45:36.344793600,,,,,,1252.32958735757,,
10462,4121,2019-12-14 15:38:15.205113600,,,,,,529.60450542104,,
10463,4122,2019-11-11 04:36:01.558339200,RESPONSE,,,,,,,
10464,4122,2019-11-14 10:07:12.358588800,RISK,,,,,,,
10465,4122,2019-11-18 04:19:56.896723199,APPROVED,PLASTIC,46,2400,38,,,
10466,4122,2019-11-18 19:28:43.007491199,DELIVERED,,,,,,44100,3
10467,4123,2019-11-11 09:35:44.549001599,RESPONSE,,,,,,,
10468,4123,2019-11-12 13:35:02.058806399,RISK,,,,,,,
10469,4123,2019-11-15 19:02:40.254489599,REJECTED,USAGE,,,,,,
10470,4124,2019-11-11 00:00:00.000000000,,,,,,,,
10471,4127,2019-11-11 00:00:00.000000000,,,,,,,,
10472,4128,2019-11-27 14:45:13.920134400,RESPONSE,,,,,,,
10473,4128,2019-11-28 18:21:53.504380800,RISK,,,,,,,
10474,4128,2019-12-02 12:39:00.543513600,APPROVED,PLASTIC,32,27500,47,,,
10475,4128,2019-12-07 21:49:50.812032000,DELIVERED,,,,,,64000,3
10476,4128,2019-12-31 12:56:43.797033600,,,,,,25.8098780092248,,
10477,4129,2019-11-11 00:00:00.000000000,,,,,,,,
10478,4130,2019-11-14 00:33:25.617715200,RESPONSE,,,,,,,
10479,4130,2019-11-19 00:20:16.046304000,RISK,,,,,,,
10480,4130,2019-11-19 07:06:57.406032000,REJECTED,INCOME,,,,,,
10481,4131,2019-11-11 00:00:00.000000000,,,,,,,,
10482,4132,2019-11-11 00:00:00.000000000,,,,,,,,
10483,4133,2019-11-11 00:00:00.000000000,,,,,,,,
10484,4134,2020-01-20 02:06:02.078784000,RESPONSE,,,,,,,
10485,4134,2020-01-30 01:18:49.523299200,RISK,,,,,,,
10486,4134,2020-02-01 01:30:20.788704000,APPROVED,DIGITAL,41,5700,47,,,
10487,4134,2020-02-01 02:33:40.725331200,,,,,,15.5977892700778,,
10488,4135,2019-11-11 00:00:00.000000000,,,,,,,,
10489,4136,2019-11-21 11:57:32.545612800,RESPONSE,,,,,,,
10490,4136,2019-11-23 00:14:40.734556800,RISK,,,,,,,
10491,4136,2019-11-23 13:02:05.656473599,REJECTED,USAGE,,,,,,
10492,4137,2019-11-11 00:00:00.000000000,,,,,,,,
10493,4138,2019-11-13 03:55:31.790668800,RESPONSE,,,,,,,
10494,4138,2019-11-13 22:39:01.846713600,RISK,,,,,,,
10495,4138,2019-11-14 18:04:36.498230400,REJECTED,EMPTY,,,,,,
10496,4139,2019-11-13 00:58:56.401679999,RESPONSE,,,,,,,
10497,4139,2019-11-14 14:51:11.737094399,RISK,,,,,,,
10498,4139,2019-11-15 18:41:06.454319999,REJECTED,USAGE,,,,,,
10499,4140,2019-12-04 11:24:09.828172800,RESPONSE,,,,,,,
10500,4140,2019-12-05 13:50:56.367801600,RISK,,,,,,,
10501,4140,2019-12-06 05:47:46.073558400,APPROVED,DIGITAL,47,11900,39,,,
10502,4140,2019-12-06 17:03:15.557040000,,,,,,18.534910538547,,
10503,4140,2019-12-14 00:10:33.035001600,,,,,,148.666194676552,,
10504,4140,2019-12-30 09:11:25.923292800,,,,,,70.1418832123469,,
10505,4140,2019-12-31 08:39:54.648028800,,,,,,16208.3984286041,,
10506,4141,2019-11-20 21:26:01.000809600,RESPONSE,,,,,,,
10507,4141,2019-11-24 18:19:32.562825600,RISK,,,,,,,
10508,4141,2019-11-30 06:57:25.255296000,REJECTED,EMPTY,,,,,,
10509,4143,2019-11-12 14:07:47.091590400,RESPONSE,,,,,,,
10510,4143,2019-11-16 11:56:41.047497600,RISK,,,,,,,
10511,4143,2019-11-16 23:51:09.145094400,REJECTED,INCOME,,,,,,
10512,4144,2019-12-02 23:31:40.914364800,RESPONSE,,,,,,,
10513,4144,2019-12-04 23:19:53.696496000,RISK,,,,,,,
10514,4144,2019-12-11 10:28:34.756464000,REJECTED,MOP,,,,,,
10515,4145,2019-12-09 08:31:01.124400000,RESPONSE,,,,,,,
10516,4145,2019-12-10 04:58:31.151568000,RISK,,,,,,,
10517,4145,2019-12-11 06:15:34.682976000,APPROVED,DIGITAL,45,19700,32,,,
10518,4145,2019-12-16 18:52:57.341856000,,,,,,11.526543003223,,
10519,4146,2019-11-11 00:00:00.000000000,,,,,,,,
10520,4147,2019-11-12 05:12:05.313974400,RESPONSE,,,,,,,
10521,4147,2019-11-12 11:37:59.257459200,RISK,,,,,,,
10522,4147,2019-11-14 02:12:35.849635200,APPROVED,PLASTIC,41,30200,38,,,
10523,4147,2019-11-14 16:58:39.609004800,DELIVERED,,,,,,53100,3
10524,4147,2019-11-24 04:05:27.679286400,,,,,,686.613942162279,,
10525,4147,2019-11-26 13:32:18.085603200,,,,,,197.77228729105,,
10526,4148,2019-11-11 00:00:00.000000000,,,,,,,,
10527,4152,2019-11-11 00:00:00.000000000,,,,,,,,
10528,4153,2019-11-11 00:00:00.000000000,,,,,,,,
10529,4158,2019-11-11 00:00:00.000000000,,,,,,,,
10530,4160,2019-11-11 00:00:00.000000000,,,,,,,,
10531,4161,2019-11-12 15:51:06.092524800,RESPONSE,,,,,,,
10532,4161,2019-11-13 18:32:53.156803200,RISK,,,,,,,
10533,4161,2019-11-19 07:21:26.091590400,APPROVED,PLASTIC,48,25000,42,,,
10534,4161,2019-11-20 03:27:51.949036800,DELIVERED,,,,,,44100,3
10535,4163,2019-11-11 01:18:19.381536000,RESPONSE,,,,,,,
10536,4163,2019-11-11 17:47:48.199257599,RISK,,,,,,,
10537,4163,2019-11-13 06:47:19.490985599,REJECTED,USAGE,,,,,,
10538,4164,2019-11-11 02:01:15.171168000,RESPONSE,,,,,,,
10539,4164,2019-11-11 10:59:54.108787200,RISK,,,,,,,
10540,4164,2019-11-11 23:15:23.499244800,REJECTED,MOP,,,,,,
10541,4165,2019-11-11 00:00:00.000000000,,,,,,,,
10542,4166,2019-11-11 01:18:47.594851200,RESPONSE,,,,,,,
10543,4166,2019-11-13 03:19:14.441894400,RISK,,,,,,,
10544,4166,2019-11-14 11:22:39.626140800,REJECTED,USAGE,,,,,,
10545,4167,2019-11-11 00:00:00.000000000,,,,,,,,
10546,4170,2019-11-12 05:06:08.840620800,RESPONSE,,,,,,,
10547,4170,2019-11-12 22:27:06.894403200,RISK,,,,,,,
10548,4170,2019-11-13 11:39:53.321702399,APPROVED,PLASTIC,47,13200,31,,,
10549,4170,2019-11-16 22:16:32.301523199,DELIVERED,,,,,,44100,0
10550,4170,2019-11-24 18:25:39.800582399,,,,,,777.507549176999,,
10551,4172,2019-11-13 05:39:56.798265600,RESPONSE,,,,,,,
10552,4172,2019-11-19 02:51:59.328547200,RISK,,,,,,,
10553,4172,2019-11-23 19:17:42.845395200,APPROVED,PLASTIC,44,32600,41,,,
10554,4172,2019-11-25 12:42:11.516025599,DELIVERED,,,,,,53100,2
10555,4174,2019-11-11 07:15:10.788393600,RESPONSE,,,,,,,
10556,4174,2019-11-12 04:48:11.094278400,RISK,,,,,,,
10557,4174,2019-11-13 17:19:19.168723200,REJECTED,MOP,,,,,,
10558,4175,2019-11-11 00:00:00.000000000,,,,,,,,
10559,4177,2019-11-11 13:34:11.043235200,RESPONSE,,,,,,,
10560,4177,2019-11-19 09:56:17.435184000,RISK,,,,,,,
10561,4177,2019-11-21 10:09:23.226422400,REJECTED,MOP,,,,,,
10562,4179,2019-11-11 00:00:00.000000000,,,,,,,,
10563,4180,2019-11-12 04:53:56.025542400,RESPONSE,,,,,,,
10564,4180,2019-11-12 14:05:30.088233600,RISK,,,,,,,
10565,4180,2019-11-13 09:31:53.866704000,APPROVED,PLASTIC,44,4500,32,,,
10566,4180,2019-11-13 14:32:09.331411200,DELIVERED,,,,,,64000,2
10567,4180,2019-11-14 04:24:57.169641600,,,,,,4.25343072580604,,
10568,4184,2019-11-11 05:22:18.691420800,RESPONSE,,,,,,,
10569,4184,2019-11-12 21:43:30.191692800,RISK,,,,,,,
10570,4184,2019-11-16 03:08:33.069638400,APPROVED,PLASTIC,48,11600,35,,,
10571,4184,2019-11-18 04:25:42.992659200,DELIVERED,,,,,,11560,2
10572,4184,2019-11-22 17:40:23.545545600,,,,,,389.092074349725,,
10573,4184,2019-12-01 17:59:29.214384000,,,,,,2714.73352332153,,
10574,4184,2019-12-08 01:43:58.421712000,,,,,,244.663712910264,,
10575,4184,2019-12-08 17:19:21.955641600,,,,,,411.836777115516,,
10576,4184,2019-12-09 09:13:59.748902400,,,,,,123.299603941588,,
10577,4185,2019-11-11 00:00:00.000000000,,,,,,,,
10578,4186,2019-11-11 00:00:00.000000000,,,,,,,,
10579,4188,2019-11-11 06:52:06.037190400,RESPONSE,,,,,,,
10580,4188,2019-11-13 15:30:35.331177600,RISK,,,,,,,
10581,4188,2019-11-13 22:04:33.079065600,APPROVED,DIGITAL,41,19400,45,,,
10582,4188,2019-11-14 15:52:25.497321599,,,,,,558.197564168827,,
10583,4188,2019-11-15 20:44:53.718863999,,,,,,2424.60515271828,,
10584,4188,2019-11-15 22:23:58.916947198,,,,,,587.111705599045,,
10585,4188,2019-11-16 16:10:17.881593598,,,,,,1333.95831744935,,
10586,4189,2020-01-05 23:33:43.016918400,RESPONSE,,,,,,,
10587,4189,2020-01-06 13:41:37.745318400,RISK,,,,,,,
10588,4189,2020-01-07 06:26:27.244377600,APPROVED,PLASTIC,31,24000,41,,,
10589,4189,2020-01-07 12:03:13.623868800,DELIVERED,,,,,,53100,1
10590,4189,2020-01-07 23:50:41.370172800,,,,,,1523.52075030105,,
10591,4189,2020-01-15 21:02:54.634444800,,,,,,63.9249018221116,,
10592,4189,2020-01-20 04:47:47.488761599,,,,,,1363.85064674555,,
10593,4190,2020-03-07 13:11:39.770908800,RESPONSE,,,,,,,
10594,4190,2020-03-09 02:30:05.538096000,RISK,,,,,,,
10595,4190,2020-03-09 07:52:35.216832000,REJECTED,MOP,,,,,,
10596,4193,2019-11-11 03:08:35.997561599,RESPONSE,,,,,,,
10597,4193,2019-11-12 20:30:15.281769599,RISK,,,,,,,
10598,4193,2019-11-23 03:10:11.896550398,APPROVED,PLASTIC,37,8900,45,,,
10599,4193,2019-11-25 03:46:07.049855998,DELIVERED,,,,,,44100,3
10600,4193,2019-11-25 23:41:18.041654398,,,,,,161.544065016912,,
10601,4193,2019-11-26 03:09:32.747327998,,,,,,239.940902473345,,
10602,4193,2020-02-20 16:57:05.666630398,,,,,,207.755856326154,,
10603,4193,2020-02-21 01:57:28.089849598,,,,,,178.130412669367,,
10604,4195,2019-11-11 22:41:25.570953600,RESPONSE,,,,,,,
10605,4195,2019-11-12 22:32:39.672470400,RISK,,,,,,,
10606,4195,2019-11-13 15:37:11.527363200,APPROVED,PLASTIC,48,3200,42,,,
10607,4195,2019-11-20 05:39:16.928726400,DELIVERED,,,,,,11560,3
10608,4195,2019-11-20 14:40:53.749430400,,,,,,1111.91829734302,,
10609,4195,2019-11-27 09:31:05.556057600,,,,,,134.270060822986,,
10610,4197,2019-11-11 18:32:18.493209600,RESPONSE,,,,,,,
10611,4197,2019-11-12 12:32:26.376345600,RISK,,,,,,,
10612,4197,2019-11-25 22:00:54.774950400,APPROVED,DIGITAL,36,2000,48,,,
10613,4197,2019-11-28 13:17:31.052400000,,,,,,30.4787677277611,,
10614,4197,2020-10-01 20:56:37.426473600,,,,,,27.1033832723292,,
10615,4198,2019-11-13 08:39:05.220921600,RESPONSE,,,,,,,
10616,4198,2019-11-19 22:26:24.490838400,RISK,,,,,,,
10617,4198,2019-11-30 09:30:29.643033600,APPROVED,PLASTIC,44,1700,33,,,
10618,4198,2019-12-01 02:00:04.492080000,DELIVERED,,,,,,53100,1
10619,4198,2019-12-02 07:10:35.880441600,,,,,,236.861360199783,,
10620,4198,2019-12-24 00:01:21.201052800,,,,,,210.901698181293,,
10621,4198,2019-12-24 15:04:50.162303999,,,,,,613.715575617276,,
10622,4199,2019-11-11 00:00:00.000000000,,,,,,,,
10623,4200,2019-11-26 12:27:02.656800000,RESPONSE,,,,,,,
10624,4200,2019-11-30 13:53:45.690115200,RISK,,,,,,,
10625,4200,2019-12-02 07:23:40.495430400,APPROVED,PLASTIC,40,37200,30,,,
10626,4200,2019-12-04 17:12:06.598742400,DELIVERED,,,,,,53100,2
10627,4200,2019-12-16 15:19:52.013280000,,,,,,1067.11168191554,,
10628,4200,2019-12-18 20:48:27.832320000,,,,,,301.274489180772,,
10629,4200,2019-12-19 01:16:16.534992000,,,,,,263.440425275614,,
10630,4200,2019-12-19 14:50:55.709635200,,,,,,158.525758892896,,
10631,4202,2019-11-25 17:50:53.479651200,RESPONSE,,,,,,,
10632,4202,2019-11-27 00:02:12.359356800,RISK,,,,,,,
10633,4202,2019-11-28 01:57:42.735340800,APPROVED,PLASTIC,41,12800,39,,,
10634,4202,2019-12-03 02:27:34.343020800,DELIVERED,,,,,,53100,2
10635,4203,2019-11-25 09:24:27.883900800,RESPONSE,,,,,,,
10636,4203,2019-11-26 00:00:34.735651199,RISK,,,,,,,
10637,4203,2019-12-05 19:21:07.487078399,APPROVED,PLASTIC,44,15200,38,,,
10638,4203,2019-12-06 20:17:06.507571199,DELIVERED,,,,,,11560,1
10639,4203,2019-12-09 00:09:05.186678399,,,,,,996.584329773607,,
10640,4203,2019-12-09 14:25:02.718883198,,,,,,216.381773040499,,
10641,4203,2019-12-09 21:23:05.303731197,,,,,,485.533842816313,,
10642,4204,2019-11-11 22:02:02.930812800,RESPONSE,,,,,,,
10643,4204,2019-11-13 04:11:08.806272000,RISK,,,,,,,
10644,4204,2019-11-15 06:44:15.376214400,APPROVED,PLASTIC,38,5000,41,,,
10645,4204,2019-11-16 03:35:51.988387200,DELIVERED,,,,,,53100,1
10646,4204,2019-11-16 07:20:41.838460800,,,,,,382.092600913133,,
10647,4204,2019-11-16 15:56:20.744476800,,,,,,257.858406014917,,
10648,4204,2019-11-18 07:34:11.996313600,,,,,,73.6647906468835,,
10649,4204,2019-12-07 21:15:10.997971200,,,,,,109.091895671987,,
10650,4207,2019-11-14 09:27:50.933750399,RESPONSE,,,,,,,
10651,4207,2019-11-23 01:10:10.799385599,RISK,,,,,,,
10652,4207,2019-11-24 10:31:08.072918399,APPROVED,DIGITAL,48,12700,41,,,
10653,4207,2019-11-24 17:37:43.829270399,,,,,,146.232200428564,,
10654,4207,2019-11-25 18:15:25.092489599,,,,,,328.019471878928,,
10655,4207,2019-11-26 04:19:22.337414399,,,,,,1867.02394050629,,
10656,4209,2020-02-14 06:16:27.027379200,RESPONSE,,,,,,,
10657,4209,2020-02-15 10:03:19.735833599,RISK,,,,,,,
10658,4209,2020-02-17 02:03:29.331705599,APPROVED,PLASTIC,44,12200,40,,,
10659,4209,2020-02-23 18:11:30.312931199,DELIVERED,,,,,,11560,2
10660,4209,2020-03-04 02:24:46.225123199,,,,,,8.41113586467907,,
10661,4209,2020-03-04 04:35:48.983164799,,,,,,6784.74162437874,,
10662,4209,2020-03-08 09:12:24.406502399,,,,,,3.22200751684712,,
10663,4209,2020-03-12 06:32:24.539135999,,,,,,408.611223081704,,
10664,4209,2020-03-13 04:33:38.562623999,,,,,,1479.9403404812,,
10665,4210,2019-11-11 04:33:49.277433600,RESPONSE,,,,,,,
10666,4210,2019-11-12 03:21:30.018873600,RISK,,,,,,,
10667,4210,2019-11-14 00:14:56.777568000,APPROVED,PLASTIC,44,39000,44,,,
10668,4210,2019-11-14 10:35:28.841510400,DELIVERED,,,,,,53100,0
10669,4212,2019-11-11 18:32:47.913014400,RESPONSE,,,,,,,
10670,4212,2019-11-12 05:51:47.040825600,RISK,,,,,,,
10671,4212,2019-11-17 09:35:28.426588800,REJECTED,USAGE,,,,,,
10672,4215,2019-11-11 00:00:00.000000000,,,,,,,,
10673,4216,2019-11-11 00:00:00.000000000,,,,,,,,
10674,4218,2019-11-12 12:29:44.685398400,RESPONSE,,,,,,,
10675,4218,2019-11-13 15:00:11.799475200,RISK,,,,,,,
10676,4218,2019-11-15 03:19:59.565590400,REJECTED,MOP,,,,,,
10677,4219,2019-11-11 00:00:00.000000000,,,,,,,,
10678,4220,2019-11-12 09:23:47.235120000,RESPONSE,,,,,,,
10679,4220,2019-11-16 13:12:54.222998399,RISK,,,,,,,
10680,4220,2019-11-17 07:41:07.354291199,APPROVED,PLASTIC,33,44100,44,,,
10681,4220,2019-11-28 06:25:37.733548799,DELIVERED,,,,,,44100,4
10682,4221,2019-11-11 00:00:00.000000000,,,,,,,,
10683,4223,2019-11-18 05:01:06.359923200,RESPONSE,,,,,,,
10684,4223,2019-11-21 04:38:54.143376000,RISK,,,,,,,
10685,4223,2019-11-23 01:46:53.588899200,APPROVED,PLASTIC,46,1900,39,,,
10686,4223,2019-11-23 12:40:32.248473600,DELIVERED,,,,,,64000,2
10687,4225,2019-11-26 19:00:40.433328000,RESPONSE,,,,,,,
10688,4225,2019-11-27 13:46:25.461120000,RISK,,,,,,,
10689,4225,2019-11-28 22:10:05.895580800,REJECTED,EMPTY,,,,,,
10690,4226,2019-11-11 00:00:00.000000000,,,,,,,,
10691,4228,2019-11-11 00:31:57.781142400,RESPONSE,,,,,,,
10692,4228,2019-11-11 15:22:58.578182400,RISK,,,,,,,
10693,4228,2019-11-12 22:42:45.121593600,APPROVED,PLASTIC,43,10400,46,,,
10694,4228,2019-11-17 07:40:10.007760000,DELIVERED,,,,,,53100,1
10695,4228,2019-11-21 18:35:17.181715200,,,,,,1119.75311533374,,
10696,4230,2019-11-11 00:00:00.000000000,,,,,,,,
10697,4233,2019-11-11 20:38:04.418995200,RESPONSE,,,,,,,
10698,4233,2019-11-12 15:47:57.362697600,RISK,,,,,,,
10699,4233,2019-11-13 17:23:30.480748799,APPROVED,PLASTIC,35,18800,35,,,
10700,4233,2019-11-15 05:35:55.767407999,DELIVERED,,,,,,53100,1
10701,4233,2019-11-16 10:11:41.101036799,,,,,,2056.39414850828,,
10702,4233,2019-11-17 12:12:31.491561599,,,,,,62.1382964252444,,
10703,4234,2019-11-11 21:51:18.660268800,RESPONSE,,,,,,,
10704,4234,2019-11-14 01:35:36.344572800,RISK,,,,,,,
10705,4234,2019-11-19 00:10:32.939097600,REJECTED,INCOME,,,,,,
10706,4235,2019-11-11 00:00:00.000000000,,,,,,,,
10707,4236,2019-11-12 16:28:32.281708800,RESPONSE,,,,,,,
10708,4236,2019-11-16 13:12:12.070598400,RISK,,,,,,,
10709,4236,2019-11-17 12:58:27.783321600,APPROVED,PLASTIC,33,50900,44,,,
10710,4236,2019-11-18 05:57:55.416729600,DELIVERED,,,,,,44100,3
10711,4236,2019-11-18 09:48:25.641590400,,,,,,135.549462557394,,
10712,4236,2019-11-18 18:33:37.121184000,,,,,,170.627893977054,,
10713,4237,2019-11-11 00:00:00.000000000,,,,,,,,
10714,4238,2019-11-11 00:00:00.000000000,,,,,,,,
10715,4239,2019-11-13 10:53:35.540188800,RESPONSE,,,,,,,
10716,4239,2019-11-13 19:16:36.244905600,RISK,,,,,,,
10717,4239,2019-11-15 04:03:59.615740800,APPROVED,PLASTIC,49,11500,48,,,
10718,4239,2019-11-15 19:55:11.221881600,DELIVERED,,,,,,44620,1
10719,4239,2019-11-17 08:07:38.439148800,,,,,,216.181396273447,,
10720,4239,2019-11-19 14:05:46.621737600,,,,,,8697.61492973984,,
10721,4239,2019-11-19 17:04:28.301865600,,,,,,97.6533306712312,,
10722,4239,2019-11-21 23:10:58.780272000,,,,,,537.760098790651,,
10723,4239,2019-11-23 18:33:15.809068800,,,,,,606.970910548405,,
10724,4240,2019-11-11 03:08:31.206422400,RESPONSE,,,,,,,
10725,4240,2019-11-12 21:43:02.048275200,RISK,,,,,,,
10726,4240,2019-11-14 07:47:08.832451200,REJECTED,EMPTY,,,,,,
10727,4244,2020-10-05 18:27:26.508643199,RESPONSE,,,,,,,
10728,4244,2020-10-07 19:17:36.277612799,RISK,,,,,,,
10729,4244,2020-10-08 22:43:02.172460799,APPROVED,DIGITAL,33,2600,34,,,
10730,4244,2020-10-09 21:56:48.606921599,,,,,,169.84283518251,,
10731,4244,2020-10-10 13:46:32.596636799,,,,,,3238.92603661126,,
10732,4244,2020-10-10 23:38:21.735110399,,,,,,5.60415270846605,,
10733,4244,2020-10-27 21:28:10.790630399,,,,,,24.392325407926,,
10734,4246,2019-11-11 20:41:00.635251200,RESPONSE,,,,,,,
10735,4246,2019-11-12 14:27:42.377443200,RISK,,,,,,,
10736,4246,2019-11-17 19:32:37.333536000,REJECTED,USAGE,,,,,,
10737,4247,2019-12-20 12:16:43.532371200,RESPONSE,,,,,,,
10738,4247,2019-12-20 17:43:16.124793600,RISK,,,,,,,
10739,4247,2019-12-21 12:28:45.035270400,REJECTED,EMPTY,,,,,,
10740,4248,2019-11-16 09:29:38.259484800,RESPONSE,,,,,,,
10741,4248,2019-11-18 10:50:35.232979200,RISK,,,,,,,
10742,4248,2019-11-19 10:37:59.110291200,APPROVED,DIGITAL,49,17800,42,,,
10743,4248,2019-12-25 15:19:49.217203200,,,,,,45.3090845522616,,
10744,4248,2019-12-25 19:36:13.115376000,,,,,,24.4318973971296,,
10745,4248,2019-12-28 11:46:45.060297600,,,,,,516.653592627867,,
10746,4248,2020-01-16 23:57:51.658588799,,,,,,5.78616162838067,,
10747,4248,2020-01-25 07:56:34.724371199,,,,,,53.6798385010357,,
10748,4249,2019-11-11 11:52:03.073814400,RESPONSE,,,,,,,
